User_ID,Posts_Per_Hour,Last_Videos_Per_Day,Followers_Gain_Overnight,Avg_Followers_Per_Day,Total_Followers,Total_Following,Avg_Post_Length,Avg_Views_Per_Day,Avg_Likes_Per_Day,Avg_Comments_Per_Day,Engagement_Rate,Has_Profile_Picture,Is_Verified,Is_Private,Is_Fake
user_2542,33,50,3484,194,217999,28687,236,417576,32454,2331,0.145,1,1,0,Fake
user_2543,183,16,17772,750,48872,20561,161,821825,32924,2612,0.16,1,1,0,Fake
user_2544,322,14,24121,850,255272,37086,430,206002,1210,4792,0.056,1,1,0,Fake
user_2545,16,30,26812,939,459025,23418,47,620917,40030,1508,0.01,1,0,1,Fake
user_2546,212,23,11088,65,175403,3900,440,805530,26163,1918,0.076,1,0,1,Fake
user_2547,147,18,27941,927,77682,693,164,312318,18254,2564,0.014,0,0,1,Fake
user_2548,407,49,23181,924,22033,10348,267,821032,21230,962,0.071,0,1,1,Fake
user_2549,78,3,2784,135,463585,27373,443,810822,36153,3352,0.297,0,0,0,Fake
user_2550,306,9,6629,535,73579,49777,176,463493,14339,1743,0.216,1,0,0,Fake
user_2551,166,22,4562,310,125841,45851,371,416138,31433,4512,0.003,0,0,1,Fake
user_2552,577,18,15742,62,268846,3327,245,192878,17616,1867,0.261,0,0,1,Fake
user_2553,246,29,24892,212,316628,5173,353,339020,48107,1329,0.28,0,1,0,Fake
user_2554,580,10,18443,233,259710,20939,102,673651,18397,3461,0.061,1,0,1,Fake
user_2555,398,39,29241,249,145679,7274,206,291473,37652,2281,0.188,1,1,0,Fake
user_2556,553,10,14559,599,475690,22102,35,879051,21328,4213,0.17,0,1,0,Fake
user_2557,339,45,26721,779,106040,14063,92,151152,37672,4964,0.034,0,0,1,Fake
user_2558,393,34,5345,595,377898,47151,298,785032,31125,3984,0.251,1,0,0,Fake
user_2559,143,18,10072,488,94640,11999,98,606236,21936,746,0.05,1,1,0,Fake
user_2560,80,11,10870,475,219084,22742,180,871731,9604,378,0.114,1,1,0,Fake
user_2561,512,11,15692,100,20158,42904,142,663575,5200,434,0.204,0,0,0,Fake
user_2562,354,45,5063,549,404152,44982,404,172435,15142,741,0.008,1,1,1,Fake
user_2563,54,44,7989,902,4836,44983,394,407477,23423,3645,0.258,0,0,0,Fake
user_2564,100,42,1830,800,331107,38548,211,883370,41692,104,0.261,0,0,1,Fake
user_2565,447,50,17810,52,189125,17015,360,736657,13150,3810,0.064,0,0,1,Fake
user_2566,237,9,22676,326,372960,28845,280,310942,5318,4556,0.08,0,1,0,Fake
user_2567,77,10,8764,808,179811,41531,216,361205,31298,847,0.023,1,1,1,Fake
user_2568,348,15,20561,649,419539,40477,85,787116,21127,1027,0.07,0,1,1,Fake
user_2569,406,7,17813,74,322372,22268,467,425155,22584,2325,0.205,1,0,1,Fake
user_2570,334,2,4032,201,195571,2096,240,215078,44805,2767,0.226,0,1,0,Fake
user_2571,30,20,694,489,176779,28708,105,961713,46472,3673,0.056,0,0,0,Fake
user_2572,279,36,27031,119,1435,18515,294,855580,21610,3318,0.135,1,0,1,Fake
user_2573,461,8,1459,452,54839,2872,274,200545,39301,613,0.048,0,0,0,Fake
user_2574,502,28,3369,85,253125,32264,436,626888,41189,1961,0.044,0,1,1,Fake
user_2575,233,16,17846,487,404523,6546,163,114173,10396,335,0.261,0,1,1,Fake
user_2576,364,23,9723,202,432183,29028,33,482354,32961,2216,0.265,0,1,1,Fake
user_2577,566,11,3360,102,262708,46149,239,145431,45876,4638,0.026,1,1,1,Fake
user_2578,384,13,16762,555,105755,12534,223,784388,40806,2471,0.034,0,0,0,Fake
user_2579,442,35,29047,603,110657,8463,229,975959,32017,4582,0.131,1,1,1,Fake
user_2580,190,45,27409,220,77492,30388,138,613500,17992,2308,0.169,0,0,1,Fake
user_2581,599,2,13608,612,174335,38991,79,902377,35222,736,0.218,0,1,1,Fake
user_2582,389,42,4647,498,356702,36093,15,845703,46434,2362,0.05,0,1,1,Fake
user_2583,87,20,39,307,345330,3245,238,617224,29973,1423,0.286,0,1,1,Real
user_2584,302,22,29889,582,449720,23190,344,661241,18116,2008,0.224,1,0,1,Fake
user_2585,252,9,7350,9,386161,46418,466,942961,5700,2567,0.05,0,0,1,Fake
user_2586,75,23,786,595,390097,48703,203,315175,44946,2872,0.116,0,1,0,Fake
user_2587,84,28,7427,440,264755,38658,359,11899,4218,1226,0.204,1,1,0,Fake
user_2588,274,34,13996,881,143364,44175,115,225686,46252,4438,0.03,0,0,1,Fake
user_2589,157,10,12628,926,278328,23996,83,414619,41688,1654,0.227,0,1,1,Fake
user_2590,389,34,4829,114,204834,42199,254,860523,19079,1747,0.12,1,1,0,Fake
user_2591,157,19,11577,737,466399,1838,494,600474,34508,3959,0.152,1,1,0,Fake
user_2592,398,7,21474,907,277209,15112,44,275004,25281,1384,0.034,1,0,1,Fake
user_2593,324,1,9399,453,309585,43674,450,530188,44820,4381,0.13,1,0,1,Fake
user_2594,369,25,7401,796,321107,49217,437,887599,10255,3865,0.277,1,1,1,Fake
user_2595,109,31,28802,658,485793,4309,371,697244,28084,2942,0.238,0,0,1,Fake
user_2596,93,49,22426,199,320981,3155,115,83806,29082,3320,0.223,0,0,1,Fake
user_2597,5,9,12607,603,103107,637,492,700207,21183,4029,0.123,1,1,1,Fake
user_2598,315,29,22503,825,228032,25734,183,115172,49847,4700,0.041,0,1,0,Fake
user_2599,455,20,28974,650,403550,18864,116,190339,7884,4544,0.179,1,1,0,Fake
user_2600,368,9,23424,629,497977,44403,382,673218,49033,1021,0.054,0,0,0,Fake
user_2601,276,0,26961,773,383396,40766,290,433703,42723,1704,0.029,1,0,0,Fake
user_2602,104,47,29544,467,419576,14170,481,736641,7721,395,0.057,0,1,0,Fake
user_2603,135,34,3683,0,20670,19927,215,955298,40442,1134,0.119,1,1,0,Fake
user_2604,89,32,16115,257,238526,47275,253,401885,40554,3396,0.077,1,1,0,Fake
user_2605,191,21,5556,772,377019,799,223,753512,32310,2668,0.051,0,0,0,Fake
user_2606,441,41,3608,416,309841,13321,364,306322,27813,3099,0.133,0,0,0,Fake
user_2607,459,45,7357,615,286850,45221,80,594707,16854,2243,0.234,0,1,0,Fake
user_2608,570,18,3333,277,152144,37943,193,482517,21931,3738,0.051,0,1,1,Fake
user_2609,568,30,9234,504,282482,7767,319,92726,14681,3869,0.012,1,0,1,Fake
user_2610,524,18,11708,646,396243,196,74,650559,17578,785,0.172,1,0,0,Fake
user_2611,417,48,2499,180,239304,18181,121,429914,40181,678,0.025,0,0,1,Fake
user_2612,105,36,20175,336,23337,22820,467,473429,26624,2798,0.206,0,0,0,Fake
user_2613,26,42,10935,519,149152,8261,280,704889,23304,4240,0.279,1,1,0,Fake
user_2614,91,9,3878,494,174381,2059,230,26817,20859,4590,0.101,0,0,1,Real
user_2615,362,36,11812,526,9392,14058,379,431692,4714,1064,0.192,0,0,1,Fake
user_2616,567,46,2778,290,213561,28076,268,715053,23474,530,0.007,0,1,0,Fake
user_2617,95,28,29346,974,308973,2988,437,932191,42029,4298,0.284,1,0,1,Fake
user_2618,332,21,1420,660,328750,33192,253,577454,28562,3839,0.004,1,1,1,Fake
user_2619,394,44,19808,306,415151,40080,320,235086,20360,307,0.238,0,0,1,Fake
user_2620,12,7,4951,270,32924,45791,36,229062,7313,4274,0.023,0,0,1,Real
user_2621,298,46,5834,888,248783,49828,218,344600,40067,4870,0.157,1,1,1,Fake
user_2622,423,30,14045,544,434924,18626,468,231393,26430,2274,0.234,1,1,0,Fake
user_2623,397,2,17382,254,460447,4221,353,629231,28875,597,0.018,0,1,1,Fake
user_2624,86,8,10972,349,218756,4719,365,116326,34693,16,0.103,1,0,0,Fake
user_2625,572,43,19648,281,487088,35570,25,34457,39246,3994,0.134,1,0,0,Fake
user_2626,248,35,5942,694,243030,19653,418,109973,27968,4725,0.239,1,1,1,Fake
user_2627,585,7,22263,574,479254,41081,144,408556,15570,989,0.001,1,0,0,Fake
user_2628,533,19,13934,515,463663,40201,274,112654,47357,950,0.078,1,0,1,Fake
user_2629,173,1,4922,316,319165,6146,480,178056,520,3412,0.096,0,0,1,Real
user_2630,389,25,29265,640,299839,14508,489,366901,3265,976,0.164,1,1,0,Fake
user_2631,173,39,21865,450,121081,42856,277,823412,37075,623,0.124,1,1,0,Fake
user_2632,142,14,22516,114,483964,22073,211,810923,13536,2463,0.147,1,0,0,Fake
user_2633,275,28,9881,1000,165244,40329,312,598966,23000,3287,0.019,1,0,1,Fake
user_2634,308,22,20472,774,437676,40409,357,28877,48260,2111,0.235,0,0,0,Fake
user_2635,274,5,26789,968,309798,11420,129,119106,33050,2085,0.151,1,1,1,Fake
user_2636,504,20,9404,186,116863,35746,100,420848,12038,3127,0.131,1,1,0,Fake
user_2637,149,3,11415,499,235547,23538,39,813769,3999,669,0.183,1,1,0,Fake
user_2638,64,38,28685,6,138779,22682,365,753313,7225,844,0.015,0,0,1,Fake
user_2639,171,41,3405,326,157434,49805,181,258891,25952,4772,0.002,1,0,0,Fake
user_2640,445,12,8883,914,467409,49154,409,595262,12561,4135,0.197,0,0,1,Fake
user_2641,282,37,16359,997,341864,15966,199,630856,2466,1975,0.068,0,1,0,Fake
user_2642,431,33,21683,521,446779,24497,408,285326,5627,494,0.007,1,0,1,Fake
user_2643,306,14,12095,481,20295,44959,130,766909,49715,4723,0.135,1,1,1,Fake
user_2644,495,50,8696,507,428205,37164,142,613523,48261,3747,0.082,1,1,1,Fake
user_2645,78,49,26565,167,120309,22312,13,35533,21448,2975,0.088,0,1,0,Fake
user_2646,369,17,29720,183,350450,9601,187,798405,37722,2485,0.012,1,0,1,Fake
user_2647,257,12,23308,67,474155,2995,413,790993,31155,1412,0.28,1,1,0,Fake
user_2648,252,1,26171,778,303858,23681,23,85253,42743,2473,0.07,1,0,1,Fake
user_2649,507,5,2502,442,133243,25422,361,204144,41897,4009,0.098,0,1,1,Fake
user_2650,200,34,25849,689,206995,4630,278,237420,10173,1743,0.269,1,1,0,Fake
user_2651,468,28,71,311,139128,2179,493,242875,11308,4228,0.025,1,0,1,Fake
user_2652,109,43,28236,96,2246,3887,437,285396,18401,4477,0.271,1,0,1,Fake
user_2653,138,42,4870,947,278262,26709,319,285104,9475,2756,0.133,0,0,1,Fake
user_2654,311,5,25486,882,120177,31909,405,225909,8274,1513,0.136,0,0,1,Fake
user_2655,6,32,21491,453,21256,37315,84,499371,34362,1975,0.178,1,1,0,Fake
user_2656,405,25,4803,350,116287,37854,252,962217,18400,4071,0.133,1,0,0,Fake
user_2657,340,12,10494,653,499126,855,112,698229,49763,3955,0.279,0,0,0,Fake
user_2658,389,31,4842,703,430706,42213,305,439628,35484,2395,0.041,0,1,0,Fake
user_2659,337,20,12799,551,235536,1259,224,873705,48831,4583,0.056,1,1,0,Fake
user_2660,450,38,14637,842,125294,26069,390,505446,14088,4059,0.008,0,1,0,Fake
user_2661,342,38,23636,187,208131,37433,52,688695,20008,3755,0.254,1,1,0,Fake
user_2662,440,32,26111,198,1179,28080,499,838973,43438,38,0.164,0,1,0,Fake
user_2663,139,3,25740,797,225449,35880,473,215082,39334,462,0.071,1,1,0,Fake
user_2664,307,42,15677,111,25041,3852,177,718957,10970,3840,0.003,0,0,0,Fake
user_2665,328,23,26694,781,39901,4829,315,286923,31430,4590,0.032,0,0,0,Fake
user_2666,205,25,2205,237,420684,35830,447,559393,25006,4591,0.225,1,1,0,Fake
user_2667,490,9,3708,218,421152,25353,240,833162,26883,991,0.019,1,0,1,Fake
user_2668,321,45,18934,314,143463,46997,229,105267,36260,1204,0.058,1,1,1,Fake
user_2669,181,27,14006,513,280629,28785,497,295118,3199,2790,0.008,1,1,0,Fake
user_2670,407,23,23812,312,426993,31293,141,47805,37206,1984,0.269,0,1,0,Fake
user_2671,326,24,9125,327,471593,17220,407,865625,41184,1413,0.255,0,0,0,Fake
user_2672,298,23,4740,784,286547,2889,14,590717,34072,2738,0.16,1,0,1,Fake
user_2673,502,0,2963,543,492787,45577,170,571993,16648,776,0.022,1,1,0,Fake
user_2674,589,18,10585,483,218499,15835,108,835864,28566,1284,0.185,1,1,0,Fake
user_2675,248,22,4179,105,8568,31390,359,724938,42919,708,0.012,1,0,0,Fake
user_2676,333,22,5959,701,263062,32830,345,278189,45492,4545,0.009,0,0,0,Fake
user_2677,385,19,25150,307,455368,17501,387,92915,3231,252,0.091,1,1,1,Fake
user_2678,287,28,12616,949,499435,45507,174,763751,5427,4510,0.12,1,0,1,Fake
user_2679,402,35,11554,624,384172,44578,220,65091,41534,1338,0.019,1,1,0,Fake
user_2680,373,5,10463,215,416614,8212,240,74615,33171,1359,0.202,0,0,1,Fake
user_2681,116,13,16194,584,402013,46966,39,906992,2201,3327,0.191,1,1,0,Fake
user_2682,577,46,13888,688,335554,14274,387,455250,17995,3957,0.25,1,1,0,Fake
user_2683,204,28,15770,158,413135,43398,252,517602,531,4683,0.257,0,1,1,Fake
user_2684,558,47,22722,331,160539,12703,266,629665,13368,4796,0.142,1,0,0,Fake
user_2685,184,26,13564,160,403125,37373,314,227027,12880,494,0.023,0,1,0,Fake
user_2686,563,28,19717,196,314701,18938,461,39528,19661,3351,0.027,1,0,1,Fake
user_2687,27,18,26001,784,347767,20103,247,77503,36277,3324,0.015,1,1,0,Fake
user_2688,472,10,20860,405,26841,38079,265,263240,328,3374,0.118,0,0,0,Fake
user_2689,214,46,10926,804,260380,45802,373,952851,4717,159,0.162,0,0,1,Fake
user_2690,448,27,4529,175,304179,24573,183,570848,21865,1215,0.282,1,1,1,Fake
user_2691,298,46,26284,872,111890,14747,186,95568,14363,4433,0.257,0,1,1,Fake
user_2692,70,26,21428,161,280016,1344,140,108768,28746,3525,0.17,0,1,0,Fake
user_2693,418,8,8057,624,346705,182,91,419909,49004,2953,0.274,1,0,1,Fake
user_2694,511,37,12556,678,289595,25731,233,10928,15860,1665,0.167,0,1,0,Fake
user_2695,142,38,13718,160,150762,32163,445,296669,24558,4499,0.286,0,0,1,Fake
user_2696,310,5,18000,333,408774,30046,49,606435,34536,1761,0.189,1,1,0,Fake
user_2697,247,9,16289,979,60750,24705,310,686243,26157,4678,0.027,1,0,1,Fake
user_2698,258,13,17653,528,448388,49726,370,744884,26230,2957,0.268,0,1,1,Fake
user_2699,157,19,17490,485,123120,10300,451,618990,48946,3763,0.236,1,1,0,Fake
user_2700,433,30,16141,669,485296,21900,24,695118,31848,517,0.076,1,1,1,Fake
user_2701,386,33,17448,609,203961,21501,133,689642,6837,3357,0.017,1,0,1,Fake
user_2702,75,21,17570,807,293996,527,435,87071,22670,2518,0.221,0,1,1,Fake
user_2703,459,4,26915,426,380486,14284,410,809143,21384,3297,0.181,1,0,1,Fake
user_2704,490,37,7540,798,172274,10530,279,26125,17118,4338,0.092,0,1,0,Fake
user_2705,596,48,12603,743,92923,41476,142,49870,17862,1094,0.089,1,1,0,Fake
user_2706,410,24,2739,275,285770,22802,85,889633,27317,888,0.205,0,1,0,Fake
user_2707,547,5,19037,234,343986,724,442,326684,1033,9,0.282,1,1,1,Fake
user_2708,518,0,23426,955,104992,4776,102,688030,22613,113,0.163,0,0,0,Fake
user_2709,428,26,13822,269,7450,32324,254,942626,16059,1547,0.197,1,0,0,Fake
user_2710,556,40,17266,483,359181,13927,117,967521,38389,3869,0.036,0,1,0,Fake
user_2711,37,17,18935,956,225181,24869,450,169397,10108,78,0.019,0,0,1,Fake
user_2712,368,26,25447,876,41773,20519,216,937041,25752,4863,0.037,1,1,1,Fake
user_2713,549,11,22724,854,172372,16718,393,956145,2680,173,0.299,1,1,0,Fake
user_2714,87,35,26584,310,339132,8520,438,40530,40308,3661,0.285,0,0,0,Fake
user_2715,111,29,24519,379,128763,25635,76,157833,28666,382,0.082,1,0,0,Fake
user_2716,254,45,7187,148,496279,12035,243,555364,31755,2014,0.273,0,1,1,Fake
user_2717,363,36,23038,313,251587,18734,383,589112,17519,3992,0.21,0,1,0,Fake
user_2718,170,48,2859,341,10847,6931,115,871150,49003,4261,0.15,1,0,1,Fake
user_2719,45,8,7706,744,52145,30105,102,924529,26404,497,0.209,0,1,1,Fake
user_2720,576,12,11852,362,68093,35208,40,437496,41483,4323,0.139,1,1,1,Fake
user_2721,409,11,93,849,488155,16696,371,894661,45908,4195,0.125,0,0,1,Fake
user_2722,339,24,6661,763,392906,12043,100,437249,9029,3415,0.021,1,0,0,Fake
user_2723,440,18,27872,322,383263,38149,99,970802,32490,3560,0.258,1,0,0,Fake
user_2724,108,35,562,460,135367,4007,493,124853,8915,4751,0.039,1,0,0,Fake
user_2725,10,31,11875,315,88616,41139,339,423832,3150,1841,0.169,0,1,1,Fake
user_2726,100,2,18296,435,344696,12240,85,960473,41230,1345,0.221,0,1,0,Fake
user_2727,264,19,15529,576,153258,43351,256,570730,21807,299,0.029,1,0,0,Fake
user_2728,227,37,4377,402,352222,37531,62,34582,49111,4085,0.012,1,1,0,Fake
user_2729,522,19,3609,780,134790,46036,64,784324,13514,287,0.046,1,1,1,Fake
user_2730,531,31,1952,427,217881,9794,399,75868,25892,4674,0.028,0,0,1,Fake
user_2731,571,35,29863,5,84862,14341,48,918731,45663,4217,0.127,0,1,0,Fake
user_2732,594,47,11447,780,474981,14504,437,651002,19589,1921,0.099,1,0,1,Fake
user_2733,589,29,11824,962,223582,20166,247,631475,40897,2236,0.28,1,1,0,Fake
user_2734,226,14,27811,413,107003,21694,435,41476,37577,4133,0.145,0,1,0,Fake
user_2735,456,1,27830,56,382290,6242,199,258419,4126,2222,0.284,1,1,0,Fake
user_2736,383,50,28402,991,85934,4570,343,306161,7017,4864,0.228,0,1,0,Fake
user_2737,400,0,25514,418,189493,998,464,151392,39275,1266,0.012,1,1,1,Fake
user_2738,474,9,26837,362,51172,48315,260,127919,45277,3565,0.265,0,1,1,Fake
user_2739,512,16,4566,661,401128,2093,228,886709,10037,4028,0.2,0,0,1,Fake
user_2740,154,19,9656,824,488500,37441,320,807097,46569,2494,0.167,1,0,1,Fake
user_2741,353,40,15086,143,151403,2610,71,210315,34780,4430,0.075,1,0,0,Fake
user_2742,25,40,4723,998,162263,42149,261,270340,22873,3606,0.296,0,1,1,Fake
user_2743,494,30,27369,467,284331,27640,64,526326,26789,3353,0.287,0,1,1,Fake
user_2744,107,7,27961,785,362575,44352,226,938809,29127,1441,0.092,1,0,1,Fake
user_2745,302,41,18071,280,287666,3040,94,778796,48423,3357,0.151,1,1,0,Fake
user_2746,425,42,29915,19,335031,23341,39,979930,41060,2847,0.049,0,1,1,Fake
user_2747,87,18,13797,838,35960,16009,409,345114,44748,485,0.138,0,0,0,Fake
user_2748,118,26,7946,721,39964,368,160,317051,10063,3889,0.041,0,0,0,Fake
user_2749,145,11,6905,207,81562,41759,90,580404,32853,2346,0.259,1,1,0,Real
user_2750,356,31,27126,213,457819,35455,325,273817,23883,2203,0.219,1,1,1,Fake
user_2751,319,44,7359,677,63669,36423,462,931298,48356,2787,0.018,1,0,1,Fake
user_2752,351,41,1830,733,447233,27132,288,163511,2790,3235,0.275,0,0,1,Fake
user_2753,466,15,24477,262,491311,33451,200,62824,11187,2594,0.191,1,0,0,Fake
user_2754,211,1,4515,301,1744,16598,68,219707,5602,3617,0.193,1,1,0,Real
user_2755,533,7,3841,852,499953,15923,157,334759,23423,1091,0.055,1,1,0,Fake
user_2756,494,48,22799,382,125593,913,147,207074,21035,3498,0.08,1,1,1,Fake
user_2757,356,17,23067,24,34593,9926,438,78315,47359,3857,0.169,1,1,0,Fake
user_2758,487,31,4688,329,408244,7644,292,446134,42533,3237,0.142,0,0,1,Fake
user_2759,99,4,12368,437,403879,5792,216,64365,43015,2952,0.071,1,0,0,Fake
user_2760,448,38,24021,809,416508,25167,305,729136,14254,2262,0.213,1,1,1,Fake
user_2761,463,47,863,391,397645,25728,293,501277,36508,735,0.15,1,1,1,Fake
user_2762,326,23,22810,333,495118,29102,129,592942,16115,4899,0.294,0,1,1,Fake
user_2763,68,37,13916,571,141584,14414,26,703908,1285,4176,0.287,1,1,1,Fake
user_2764,307,30,12179,573,93832,8918,201,100839,44143,1312,0.186,1,0,0,Fake
user_2765,45,36,1772,756,59438,40387,99,509255,32579,4113,0.263,1,1,0,Fake
user_2766,117,27,22983,204,401028,425,491,878007,29752,843,0.057,0,1,0,Fake
user_2767,23,16,3473,816,236606,18454,63,984834,22294,3659,0.189,0,1,1,Fake
user_2768,351,40,21716,220,176962,44455,437,973228,20973,4800,0.102,0,1,1,Fake
user_2769,111,43,19058,632,63669,21922,227,620419,35980,2223,0.142,0,1,1,Fake
user_2770,168,30,2417,515,262386,29919,499,104531,9093,4082,0.205,0,0,1,Fake
user_2771,249,44,15624,450,401604,21894,306,215386,5855,3904,0.005,1,0,0,Fake
user_2772,528,7,27441,876,437880,49429,14,965508,10401,4730,0.21,0,1,0,Fake
user_2773,178,23,19461,280,408702,36868,116,569948,25315,2867,0.076,1,0,0,Fake
user_2774,565,32,28523,109,280280,36469,309,400721,11953,28,0.268,0,1,0,Fake
user_2775,163,46,5183,76,243949,35588,448,61615,27314,330,0.184,0,1,0,Fake
user_2776,338,36,989,248,267795,29566,422,83715,17027,1587,0.173,0,1,0,Fake
user_2777,573,1,4813,164,64014,21186,101,339660,14256,2517,0.12,0,1,0,Fake
user_2778,436,16,11968,333,252309,37066,105,825443,39802,2734,0.127,1,0,1,Fake
user_2779,473,10,4629,740,350223,12194,25,503895,24299,1084,0.214,0,1,0,Fake
user_2780,237,37,2588,491,322104,5749,470,103685,26061,1221,0.24,1,1,1,Fake
user_2781,414,3,8029,964,145909,11206,102,896755,31306,499,0.093,0,0,1,Fake
user_2782,188,9,2525,738,411826,38890,392,735985,42031,1522,0.115,1,0,0,Real
user_2783,190,20,408,607,43656,48296,221,926689,33554,3583,0.16,1,0,1,Fake
user_2784,442,29,18650,481,186782,38901,301,90607,17497,1470,0.08,0,1,1,Fake
user_2785,405,44,27232,974,413663,27754,416,829125,18911,3253,0.203,0,1,1,Fake
user_2786,29,8,26663,994,48250,20426,291,519582,49046,1849,0.075,1,0,0,Fake
user_2787,202,22,13647,969,185199,10976,17,121641,25914,477,0.167,1,1,1,Fake
user_2788,460,10,4905,47,92483,25902,58,213152,165,1775,0.096,1,1,0,Fake
user_2789,439,3,25081,799,203361,3042,465,919501,29216,1024,0.228,0,1,1,Fake
user_2790,398,17,5977,675,422891,15135,146,141800,36777,3186,0.239,0,1,0,Fake
user_2791,4,23,15393,399,99247,15746,104,820710,39944,2094,0.104,0,1,0,Fake
user_2792,219,26,24364,704,285896,27464,357,739692,1466,2828,0.213,0,1,0,Fake
user_2793,210,40,4591,982,495421,43977,213,102509,31489,1407,0.181,1,0,1,Fake
user_2794,285,22,24513,930,131216,11742,147,611284,22504,3041,0.166,1,0,0,Fake
user_2795,64,3,17283,723,380274,555,263,714966,5386,3631,0.166,1,0,0,Fake
user_2796,591,18,22890,498,9556,45496,434,324468,43666,1824,0.198,1,1,1,Fake
user_2797,104,18,9814,255,477584,9271,49,971215,36869,1978,0.122,1,1,1,Fake
user_2798,549,33,15407,286,479136,29987,41,888768,45676,82,0.237,0,0,1,Fake
user_2799,191,40,13484,621,325237,24251,226,856595,37323,270,0.047,0,1,1,Fake
user_2800,374,4,23676,600,421724,23181,289,17011,6557,3780,0.075,0,0,1,Fake
user_2801,333,32,11053,384,415922,34122,22,141933,39790,2112,0.292,0,1,1,Fake
user_2802,201,12,14548,60,401858,12224,454,318195,33087,321,0.26,1,0,0,Fake
user_2803,468,49,25604,103,45311,5094,46,950232,4238,3121,0.249,1,1,0,Fake
user_2804,116,40,21130,57,33257,16766,240,486466,29889,1860,0.257,0,0,0,Fake
user_2805,268,11,22781,654,85087,30273,247,701504,31671,2744,0.268,0,1,1,Fake
user_2806,501,48,432,350,76447,30367,462,909568,24552,708,0.282,0,0,0,Fake
user_2807,540,6,9396,282,179359,1616,464,4517,24269,3544,0.189,1,1,0,Fake
user_2808,320,38,3645,550,84064,45541,398,169420,4490,4218,0.017,0,0,0,Fake
user_2809,397,48,5108,378,273723,39048,19,978166,10038,2808,0.031,0,1,1,Fake
user_2810,401,10,1966,448,427408,8262,481,546050,37525,1201,0.127,0,1,1,Fake
user_2811,116,34,28873,945,361512,71,120,582636,44406,1216,0.074,0,0,0,Fake
user_2812,356,20,21051,291,280394,29158,422,842010,45088,2226,0.234,1,0,1,Fake
user_2813,360,20,1052,113,101801,7506,51,687031,18175,3809,0.035,1,0,1,Fake
user_2814,468,43,19797,483,250971,5952,214,92552,19591,3274,0.207,0,1,1,Fake
user_2815,176,19,24613,137,484816,22560,483,303382,6289,3920,0.04,0,0,0,Fake
user_2816,304,17,5687,901,397050,10623,109,96485,20107,3015,0.112,1,1,1,Fake
user_2817,86,43,16491,767,331124,14788,238,125022,39584,1000,0.207,0,1,1,Fake
user_2818,137,44,5254,75,184225,46772,464,138957,10827,1025,0.077,0,1,1,Fake
user_2819,320,44,356,332,15618,49278,408,881205,22220,2806,0.207,1,0,0,Fake
user_2820,120,23,12988,1000,178352,36092,30,559538,13500,4570,0.103,0,1,0,Fake
user_2821,244,6,27285,793,447483,401,464,481691,44052,1639,0.292,1,0,0,Fake
user_2822,312,34,13881,750,204093,11857,185,892426,6573,3950,0.125,0,0,1,Fake
user_2823,119,37,22279,423,415584,12389,360,662700,28144,4708,0.12,0,1,1,Fake
user_2824,187,22,28703,844,396758,28275,15,313601,18061,4862,0.24,1,0,1,Fake
user_2825,382,9,14886,155,226702,45902,491,332517,40626,202,0.158,1,1,1,Fake
user_2826,144,0,18158,894,54300,11026,26,143358,35487,506,0.126,1,1,0,Fake
user_2827,523,8,23311,154,423244,6486,159,952776,11655,2934,0.266,0,1,0,Fake
user_2828,397,33,27181,603,268655,42404,308,508117,34079,1719,0.058,1,0,0,Fake
user_2829,428,18,8455,306,406775,39845,111,979251,49763,3272,0.138,0,1,0,Fake
user_2830,141,23,18745,587,425621,47550,116,731067,44103,3343,0.085,1,1,0,Fake
user_2831,588,49,16445,204,211004,43270,104,78730,49804,4919,0.08,1,0,1,Fake
user_2832,392,31,10028,575,111337,11201,221,810137,16025,1711,0.109,1,1,1,Fake
user_2833,433,26,23244,90,87830,4425,437,974584,33905,1590,0.215,0,0,1,Fake
user_2834,190,21,7448,448,99690,23106,244,637085,42211,1114,0.222,1,1,0,Fake
user_2835,498,10,13882,251,325622,34369,103,223479,22042,4035,0.265,1,0,1,Fake
user_2836,550,6,5138,335,334227,8158,139,457325,43447,3559,0.283,0,1,1,Fake
user_2837,177,13,8907,586,253452,34226,479,499580,37379,1888,0.061,1,1,1,Real
user_2838,568,9,3012,559,405517,37542,153,890380,31186,1778,0.261,1,1,0,Fake
user_2839,170,32,17088,781,307418,32036,202,534853,17833,2112,0.28,1,0,1,Fake
user_2840,501,14,12371,676,392028,47368,305,386402,28834,1061,0.025,0,0,1,Fake
user_2841,295,12,4100,266,365614,280,124,514703,29159,1224,0.032,1,1,0,Real
user_2842,143,50,24351,570,35075,44983,446,399050,28467,4364,0.102,0,1,1,Fake
user_2843,191,35,6942,543,390411,23988,67,308872,22970,2907,0.267,0,1,0,Fake
user_2844,322,39,13120,836,118882,37063,451,901970,24853,3278,0.079,1,0,0,Fake
user_2845,461,44,20284,298,437524,6190,423,449527,20921,1305,0.297,0,1,0,Fake
user_2846,54,33,1834,706,344470,28425,235,196631,38164,4256,0.1,1,0,1,Fake
user_2847,367,34,7173,22,489578,6974,91,634594,2405,1891,0.192,1,1,1,Fake
user_2848,9,45,12854,143,478613,7344,298,75232,31549,3812,0.05,0,1,1,Fake
user_2849,496,35,6019,790,409345,32973,152,250444,1228,1145,0.244,0,0,0,Fake
user_2850,139,44,26951,788,259194,28608,410,581024,23700,1794,0.19,0,1,0,Fake
